"Data Import Template"
"Table:","Item"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Item","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~","UOM Conversion Detail","uoms","","","","~","Item Barcode","barcodes","","","","","~","Item Reorder","reorder_levels","","","","","","","~","Item Variant Attribute","attributes","","","","","","","","","","~","Item Default","item_defaults","","","","","","","","","","","","","","~","Item Supplier","supplier_items","","","","~","Item Customer Detail","customer_items","","","","","~","Item Tax","taxes","","","","","",""
"Column Labels:","ID","Item Code","Item Group","Default Unit of Measure","Created On","Created By","Item Name","Spec Sheet","Duty","VAT","Disabled","Allow Alternative Item","warranty","Maintain Stock","Has Variants","Opening Stock","Valuation Rate","Standard Selling Rate","Is Fixed Asset","Auto Create Assets on Purchase","Create Grouped Asset","Asset Category","Asset Naming Series","Over Delivery/Receipt Allowance (%)","Over Billing Allowance (%)","Description","Brand","Shelf Life In Days","End of Life","Default Material Request Type","Valuation Method","Warranty Period (in days)","Weight Per Unit","Weight UOM","Allow Negative Stock","Has Batch No","Automatically Create New Batch","Batch Number Series","Has Expiry Date","Retain Sample","Max Sample Quantity","Has Serial No","Serial Number Series","Variant Of","Variant Based On","Enable Deferred Expense","No of Months (Expense)","Enable Deferred Revenue","No of Months (Revenue)","Default Purchase Unit of Measure","Minimum Order Qty","Safety Stock","Allow Purchase","Lead Time in days","Last Purchase Rate","Is Customer Provided Item","Customer","Delivered by Supplier (Drop Ship)","Country of Origin","Customs Tariff Number","Default Sales Unit of Measure","Grant Commission","Allow Sales","Max Discount (%)","Inspection Required before Purchase","Quality Inspection Template","Inspection Required before Delivery","Include Item In Manufacturing","Supply Raw Materials for Purchase","Default BOM","Default Item Manufacturer","Default Manufacturer Part No","","ID","Created On","Created By","UOM","Conversion Factor","","ID","Barcode","Created On","Created By","Barcode Type","UOM","","ID","Request for","Material Request Type","Created On","Created By","Check in (group)","Re-order Level","Re-order Qty","","ID","Attribute","Created On","Created By","Variant Of","Attribute Value","Numeric Values","Disabled","From Range","Increment","To Range","","ID","Company","Created On","Created By","Default Warehouse","Default Price List","Default Discount Account","Default Buying Cost Center","Default Supplier","Default Expense Account","Default Provisional Account","Default Selling Cost Center","Default Income Account","Deferred Expense Account","Deferred Revenue Account","","ID","Supplier","Created On","Created By","Supplier Part Number","","ID","Ref Code","Created On","Created By","Customer Name","Customer Group","","ID","Item Tax Template","Created On","Created By","Tax Category","Valid From","Minimum Net Rate","Maximum Net Rate"
"","""WRS 240X Recycler""","WRS 240X Recycler","Recycler","Unit","2025-05-29 11:12:53.677626","takunda@industrial-exchange.group","WRS 240X Recycler","",0,0,0,0,"1000 hours or 1 year full warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Working Width: 2400 mm, Working Depth: 0-510 mm, Two Bar Spraying system, Engine Power: 455kw /610Hp/618PS (1900min -1), EU Stage 3a/ US Tier 3, Operating Weight: 33 600kgs. Dust reduced addition of binding agents.</p></div>","Wirtgen",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""rd4f2igord""","2025-05-29 11:12:53.703368","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""olt993ndbc""","Machinery Exchange","2025-05-29 11:12:53.705465","takunda@industrial-exchange.group","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""WS24 Wheelsaw""","WS24 Wheelsaw","Attachments","Nos","2026-03-04 15:29:03.746202","rental@machinery-exchange.com","WS24 Wheelsaw","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>WS24 Wheelsaw with 20cm Wheel and Trench Cleaner</p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""roh8hg7jfl""","2026-03-04 15:29:03.799005","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""rfdvep07n7""","Sinopower","2026-03-04 15:29:03.800004","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""j18fcpskes""","Machinery Exchange","2026-03-04 16:27:10.981020","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""XCT 60 Y Crane Truck""","XCT 60 Y Crane Truck","Mobile Crane","Nos","2026-05-07 08:05:18.365612","rental@machinery-exchange.com","XCT 60 Y Crane Truck","/files/【非洲】XCT60_Y_1汽车起重机技术规格书（中英文）【F.2】.pdf",0,0,0,0,"TBA",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Detail in attachement</p></div>","XCMG",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""59vq9gcg9i""","2026-05-07 08:05:18.423595","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""521to7b2h3""","Sinopower","2026-05-07 08:05:18.424849","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""90reeljbr5""","Machinery Exchange","2026-05-07 08:06:37.270176","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""XS143J""","XS143J","Roller","Nos","2025-08-18 07:52:29.115446","rental@machinery-exchange.com","XS143J","",0,0,0,0,"2000 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>XCMG XS143J Roller</strong></p><p>Engine Model: SC4H140.1G2, Rated Power: 103 kW, Rated Speed: 1800 r/min, Operating weight: 14,000 kg and Dimensions (LWH): 6010 * 2300 * 3200 mm. </p></div>","XCMG",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""5qj4qlcgp9""","2025-08-18 07:52:29.155394","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""116irdhfem""","Sinopower","2025-08-18 07:52:29.158061","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZRT400V4-1""","ZRT400V4-1","Mobile Crane","Nos","2026-03-12 15:54:13.912886","rental@machinery-exchange.com","ZRT400V4-1","",0,0,0,0,"1 year warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Zoomlion ZRT400V4-1 (40t) Rough Terrain Mobile Truck Crane (See detail in attached Spec Sheet)</p></div>","Zoomlion",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""1e9fjbe603""","2026-03-12 15:54:13.964615","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""5n56g73dgg""","Sinopower","2026-03-12 15:54:13.965972","rental@machinery-exchange.com","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""skunm6t8oh""","Machinery Exchange","2026-03-12 15:55:38.042293","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZW180 - 5A""","ZW180 - 5A","Wheel Loader","Unit","2025-05-08 10:39:47.893929","Administrator","Hitachi ZW180 - 5A","/files/zw180.pdf",0,0,0,0,"2000 hours or 1 year full warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Engine Cummins QSB6.7, 128Kw,171HP, 14ton, 2.2 – 3.3m3</p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""5b8ssj9chj""","2025-05-09 11:11:43.694281","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""og297ggjfl""","Machinery Exchange","2025-05-08 10:39:47.909801","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""0ujkumsdcc""","Sinopower","2025-08-18 09:11:18.250878","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZW220-5A""","ZW220-5A","Wheel Loader","Unit","2025-05-08 10:39:47.923609","Administrator","Hitachi ZW220-5A","/files/ZW220.pdf",0,0,0,0,"2000 Hours or 1 Year Full Warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Model</strong>: Isuzu AH-6HK1 Type 164 kW (220 HP), 18 Ton, 1.15 - 3.5m3</p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""7251isn3u6""","2025-05-09 11:11:26.229390","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""mavj4o1srk""","Machinery Exchange","2025-05-08 10:39:47.935528","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ega40trfbt""","Sinopower","2025-07-28 13:06:41.576283","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZW250""","ZW250","Wheel Loader","Unit","2025-05-08 10:39:47.955106","Administrator","ZW250","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"ZW250","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""18ctmr56j9""","2025-05-09 11:11:10.247941","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""lrstn6gmin""","Sinopower","2025-05-08 10:39:47.968419","Administrator","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZW310-5A""","ZW310-5A","Wheel Loader","Unit","2025-05-08 10:39:47.980985","Administrator","Hitachi ZW310-5A","/files/zw310.pdf",0,0,0,0,"2000 Hours or 1 Year Full Warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Engine</strong>: Chrysler, <strong>Rated Power:</strong> 239 kW (320 HP) <strong>Operating Weight</strong>: 22.t <strong>Bucket Capacity:</strong> 3.40 - 4.50 mł</p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""872l61psa5""","2025-05-09 11:10:55.627663","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""0dh1em7nds""","Machinery Exchange","2025-05-08 10:39:47.993667","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""b4jooq8nqk""","Sinopower","2025-08-18 09:11:18.252247","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZW370-5A""","ZW370-5A","Loader","Unit","2025-05-08 10:39:48.008286","Administrator","Hitachi Wheel Loader ZW370‑5A","/files/ZW370.pdf",0,0,0,0,"2000 Hours or 1 Year Full Warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Gross engine rated powe</strong>r: 389 hp/290 kW (ISO14396), <strong>Operating weight</strong>: 33,470–33,830 kg, <strong>Bucke</strong>t: (5.6 – 6.2 m³)</p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""nei3muapgl""","2025-05-09 11:10:27.487212","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""cdg5tv9gb6""","Machinery Exchange","2025-05-08 10:39:48.027758","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""0bd9em4nu1""","Sinopower","2025-06-25 12:43:01.778503","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZX130 -5G""","ZX130 -5G","Excavator","Unit","2025-05-08 10:39:48.040592","Administrator","Hitachi ZX130 -5G","",0,0,0,0,"2000 Hours or 1 Year Full Warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Engine:</strong> ZX130-6, Isuzu 4JJ1</p><p><strong>Rated Power:</strong> 74.9 kW (101 hp) @ 2,000 rpm, Operating weight: 13 ton</p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""5mksn2ec4a""","2025-05-09 11:10:13.365101","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""dpl7uv1n2e""","Machinery Exchange","2025-05-08 10:39:48.055019","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""jmpe692epi""","Sinopower","2025-09-08 09:04:52.773802","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZX200 - 5G""","ZX200 - 5G","Excavator","Unit","2025-05-08 10:39:48.069387","Administrator","Hitachi ZX200 - 5G","/files/zx200-5g rev scan.pdf",0,0,0,0,"2000 hours or 1 year full warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Hitachi ZX200</strong></p><p>Operating Weight :19.8 ton Engine: Isuzu CC-6BG1T Engine, Rated Power ,168 hp (125 kW) Bucket Capacity 0.51 - 1.20 m3.</p><p><br></p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""thni1j3kd2""","2025-05-09 11:09:58.343335","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""thmgmk91du""","Machinery Exchange","2025-05-08 10:39:48.080873","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""vsfum9vo2d""","Sinopower","2025-06-24 14:22:06.477822","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZX210LCH-5G""","ZX210LCH-5G","Excavator","Unit","2025-05-08 10:39:48.095124","Administrator","Hitachi ZX210LCH-5G","/files/Hitachi_ZX210LC-5-Spec.pdf",0,0,0,0,"2000 hours or 1 year full warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Operating Weight :21.5 ton</p><p>Engine: Isuzu CC-6BG1T Engine, Rated Power ,168 hp (125 kW)</p><p>Bucket Capacity 0.51 - 1.20 m3</p><p><strong>Machine comes with service kits for the 1st 2000 hours.</strong></p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""9fkgh28p34""","2025-05-09 11:09:31.586984","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""tes13o0ri7""","Machinery Exchange","2025-05-08 10:39:48.106539","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""83jju3tslv""","Sinopower","2025-07-28 13:03:59.286166","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZX210W-5G""","ZX210W-5G","Excavator","Unit","2025-05-08 10:39:48.120661","Administrator","Hitachi ZX210W-5G Wheeled Excavator","",0,0,0,0,"2000 hours or 1 year full warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Hitachi ZX210W-5G Wheeled Excavator</strong></p><p>Engine Rated Power (kW)113 kW, (154 HP) Operating weight (kg)20 100 - 21 600 kg, Backhoe Bucket, ISO Heaped 0.80 - 0.91 m3.</p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""eqi1qa9m8r""","2025-05-09 11:08:55.667366","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""7p36s8b520""","Machinery Exchange","2025-05-08 10:39:48.134792","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""3a0hkquvf2""","Sinopower","2025-07-23 10:41:21.339830","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ZX240 - 5G""","ZX240 - 5G","Excavator","Unit","2025-05-08 10:39:48.155994","Administrator","ZX240 - 5G","/files/zx240-5g scan.pdf",0,0,0,0,"2000 hours or 1 year full warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Engine Model: Isuzu CC-6BG1T, Rated Power: 125 kW (167 HP), Operating Weight: 23 800 kg, Bucket Capacity: 0.80 - 1.40 m3, No Hammer piping</p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""ndqbq9oiv8""","2025-05-09 11:07:45.794103","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""cbhceqien1""","Sinopower","2025-05-08 10:39:48.182678","Administrator","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""vb4rf8vrcc""","Machinery Exchange","2025-09-10 13:28:16.346198","sales.humphrey@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
